"Artikel-Nr.";"Marke";"Bezeichnung";"EAN";"Status";"Sperrgut";"Palletenartikel";"Nicht für Endkunden";"Gewicht (Kg)";"Höhe (cm)";"Breite (cm)";"Tiefe (cm)";"Nachfolger";"Alternativen";"Einheit";"VE";"MwSt";"Endkundenpreis (€)";"Händlerpreis (€)";"Endkunden-Sonderpreis (€)";"Händler-Sonderpreis (€)";"Rabattstaffel 1 (Menge)";"Rabattstaffel 1 (%)";"Rabattstaffel 1(€)";"Rabattstaffel 2 (Menge)";"Rabattstaffel 2 (%)";"Rabattstaffel 2(€)";"Rabattstaffel 3 (Menge)";"Rabattstaffel 3 (%)";"Rabattstaffel 3(€)";"Rabattstaffel 4 (Menge)";"Rabattstaffel 4 (%)";"Rabattstaffel 4(€)";"Rabattstaffel 5 (Menge)";"Rabattstaffel 5 (%)";"Rabattstaffel 5(€)";"Rabattstaffel 6 (Menge)";"Rabattstaffel 6 (%)";"Rabattstaffel 6(€)";"Bestand";"Kommentar"
"110106";"LUMii";"LUMii BLACK Zeitschaltuhr mit 2x 4-fach Steckerleiste, Steckdosentyp E";"5034517303236";"Normal";"Nein";"Nein";"Nein";2,5;11;17;35;"";"";"St";1;19;"114,20";"48,00";"";"33,78";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110108";"LUMii";"LUMii Black, Zeitschaltuhr mit 2x 4-fach Steckerleiste, Schuko Timer Box Relais";"5034517303250";"Auslaufend";"Nein";"Nein";"Nein";1,368;11;36;17;"";"";"St";1;19;"114,20";"48,00";"";"28,36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Nur solange der Vorrat reicht!"
"110116";"";"Ultraschall-Nebler, 3 Membrane, 1200 ml/h";"5034517902057";"Normal";"Nein";"Nein";"Nein";2,6;18;33,5;12;"";"";"St";1;19;"101,35";"33,78";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"110117";"";"Ultraschall-Nebler, 5 Membrane, 24 V Trafo, 120 W, 4,5 A, 1600 ml/h";"5034517902064";"Normal";"Nein";"Nein";"Nein";4,5;33,5;20,5;16,5;"";"";"St";1;19;"140,00";"50,22";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"110118";"";"Ultraschall-Nebler, 12 Membrane, 36 V Trafo, 300 W, 8,2 A, 5300 ml/h";"5034517902071";"Normal";"Nein";"Nein";"Nein";7,75;34;16;23,5;"";"";"St";1;19;"315,00";"104,83";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110123";"LIGHTHOUSE";"LightHouse Gewächshausheizung, 2 kW";"5034517154258";"Normal";"Nein";"Nein";"Nein";4,03;35;25;24;"";"";"St";1;19;"64,10";"29,98";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"110124";"LIGHTHOUSE";"LightHouse Gewächshausheizung, 3 kW";"5034517154203";"Normal";"Nein";"Nein";"Nein";4,12;28;29;25;"";" 113540";"St";1;19;"84,80";"45,09";"";"33,32";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110125";"LIGHTHOUSE";"Lighthouse ölfreier Radiator, portabel, 2500 W";"5034517154395";"Auslaufend";"Nein";"Nein";"Nein";7,69;66;66;19;"";"";"St";1;19;"87,00";"56,88";"";"23,05";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";"Nur solange der Vorrat reicht!"
"110125";"LIGHTHOUSE";"Lighthouse ölfreier Radiator, portabel, 2500 W";"5034517154395";"Auslaufend";"Nein";"Nein";"Nein";7,69;66;66;19;"";"";"St";1;19;"87,00";"56,88";"";"22,44";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";"Nur solange der Vorrat reicht!"
"110126";"LIGHTHOUSE";"Lighthouse Funk-Thermostat, Schuko-Stecker (Typ F)";"5034517154340";"Normal";"Nein";"Nein";"Nein";0,257;15;12;9;"";"";"St";1;19;"42,00";"16,80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"110127";"LIGHTHOUSE";"Lighthouse Funk-Thermostat, Steckertyp E";"5034517154357";"Normal";"Nein";"Nein";"Nein";0,26;12,2;11,6;9;"";"";"St";1;19;"42,00";"16,80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"110128";"RAM";"RAM Luftbefeuchter Ultrasonic Humidifier, 30 W, 5 L Tank";"5034517802180";"Normal";"Nein";"Nein";"Nein";2,11;33;25;25,5;"";"";"St";1;19;"59,90";"34,60";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110129";"RAM";"RAM Luftbefeuchter Ultrasonic Humidifier, 13 L Tank";"5034517802197";"Normal";"Nein";"Nein";"Nein";3,92;57,5;29;29;"";"";"St";1;19;"130,00";"85,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"110133";"BOYU";"BOYU FP-100 Tauchpumpe, 120 L/h, 1,5 W, Eurostecker";"6924781248243";"Normal";"Nein";"Nein";"Nein";0,19;8;10;5,5;"";"";"St";1;19;"8,20";"3,44";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"110134";"BOYU";"BOYU FP-150 Tauchpumpe, 150 L/h, 2,5 W, W Eurostecker";"6924781247918";"Normal";"Nein";"Nein";"Nein";0,28;4,8;4,3;5;"";"";"St";1;19;"9,80";"4,12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110135";"BOYU";"BOYU FP-350 Tauchpumpe, - 350 L/h, 6 W Eurostecker";"6924781247925";"Normal";"Nein";"Nein";"Nein";0,32;8,5;12;7,5;"";" 103462";"St";1;19;"12,90";"5,16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"110136";"BOYU";"BOYU FP-750 Tauchpumpe, 750 L/h, 12 W, Eurostecker";"6924781247932";"Normal";"Nein";"Nein";"Nein";0,44;9;13,5;8;"";"";"St";1;19;"15,40";"6,48";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"110137";"BOYU";"BOYU FP-1000 Tauchpumpe, 1000 L/h, 16 W, Eurostecker";"6924781247949";"Normal";"Nein";"Nein";"Nein";0,6;10;14;9,5;"";"";"St";1;19;"22,90";"9,63";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"110138";"BOYU";"BOYU FP-1500 Tauchpumpe, 1500 L/h, 25 W, Eurostecker";"6924781247956";"Normal";"Nein";"Nein";"Nein";0,99;12,5;17;12;"";"";"St";1;19;"28,90";"12,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"110139";"BOYU";"BOYU FP-2000 Tauchpumpe, 2000 L/h, 43 W, Eurostecker";"6924781247963";"Normal";"Nein";"Nein";"Nein";1,3;13;16,5;12;"";"";"St";1;19;"40,40";"16,46";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110140";"BOYU";"BOYU FP-3000 Tauchpumpe, 3000 L/h, 68 W, Eurostecker";"6924781247048";"Normal";"Nein";"Nein";"Nein";2;14;22;16;"";"";"St";1;19;"57,80";"23,03";"";"19,08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110141";"BOYU";"BOYU FP-4000 Tauchpumpe, 4000 L/h, 75 W, Eurostecker";"6924781247970";"Normal";"Nein";"Nein";"Nein";2;14;22;16;"";"";"St";1;19;"94,00";"35,46";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"110142";"BOYU";"BOYU FP-5000 Tauchpumpe, 85 W, 5000 L/h, Eurostecker";"6924781247987";"Normal";"Nein";"Nein";"Nein";2,36;17;22;16;"";"";"St";1;19;"123,00";"48,79";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110143";"BOYU";"BOYU FP-6000 Tauchpumpe, 105 W, 6000 L/h, Eurostecker";"6924781247994";"Normal";"Nein";"Nein";"Nein";2,39;17;22;16;"";"";"St";1;19;"138,90";"55,10";"";"41,30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110144";"BOYU";"BOYU S-500 Luftpumpe, 240 L/h, 2,8 W, Eurostecker";"6924781200517";"Normal";"Nein";"Nein";"Nein";0,25;8;14;8;"";"";"St";1;19;"11,00";"4,65";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"110145";"BOYU";"BOYU S-1000 Luftpumpe, 252 L/h, 3 W,Eurostecker";"6924781200852";"Normal";"Nein";"Nein";"Nein";0,42;8;5,9;16;"";"";"St";1;19;"14,80";"5,95";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"110146";"BOYU";"BOYU S-2000 Luftpumpe, 480 L/h, 3 W, Eurostecker";"6924781209015";"Normal";"Nein";"Nein";"Nein";0,6;12;18;11;"";"";"St";1;19;"20,10";"8,05";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"110147";"BOYU";"BOYU S-4000B Luftpumpe, 768 L/h, 9 W, Eurostecker";"6924781200609";"Normal";"Nein";"Nein";"Nein";1,21;23;16,5;11;"";"";"St";1;19;"29,60";"14,07";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110148";"BOYU";"BOYU SES-10 geräuscharme Luftpumpe, 600 L/h, 10 W, Eurostecker";"6924781258747";"Normal";"Nein";"Nein";"Nein";1,02;12,5;18,5;11;"";"";"St";1;19;"44,30";"17,76";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"110149";"BOYU";"BOYU SES-20 geräuscharme Luftpumpe, 1200 L/h, 15 W, Eurostecker";"6924781258754";"Normal";"Nein";"Nein";"Nein";1,93;16;22,5;14;"";"";"St";1;19;"64,90";"24,80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"110150";"BOYU";"BOYU SES-30 geräuscharme Luftpumpe, 1800 L/h, 25 W, Eurostecker";"6924781259607";"Normal";"Nein";"Nein";"Nein";3,04;13;25;17;"";"";"St";1;19;"78,50";"32,98";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"110151";"BOYU";"BOYU SES-40 geräuscharme Luftpumpe, 2400 L/h, 30 W, Eurostecker";"6924781258761";"Normal";"Nein";"Nein";"Nein";3;18,5;17,5;25,5;"";"";"St";1;19;"82,00";"32,92";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110152";"BOYU";"BOYU SES-60 geräuscharme Luftpumpe, 3600 L/h, 35 W, Eurostecker";"6924781258778";"Normal";"Nein";"Nein";"Nein";5,14;22;29;19;"";"";"St";1;19;"131,00";"52,53";"";"43,60";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110153";"BOYU";"BOYU LK-60 Luftpumpe, 3600 L/h, 40 W, Eurostecker";"6941855203045";"Normal";"Nein";"Nein";"Nein";7;21;35;22;"";"";"St";1;19;"201,80";"84,78";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"110154";"BOYU";"BOYU LK-80 Luftpumpe, 4800 L/h, 50 W, Eurostecker";"6941855203052";"Normal";"Nein";"Nein";"Nein";7;21;35;22;"";"";"St";1;19;"214,70";"90,22";"";"66,82";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110155";"BOYU";"BOYU LK-100, Luftpumpe, 6000 L/h, Eurostecker";"6941855202956";"Normal";"Nein";"Nein";"Nein";7,07;22;36;23;"";"";"St";1;19;"229,50";"89,91";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"110157";"LUMii";"LUMii 24h-Hochleistungs-Zeitschaltuhr, 5er Box, franz. Stecker";"5034517303038";"Normal";"Nein";"Nein";"Nein";1,34;1,89;100;100;"";"";"Box";5;19;"61,60";"29,06";"";"21,27";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"110163";"BOYU";"BOYU HT-8100 Heizstab für Nährstofflösungen, 100 W";"6924781200685";"Normal";"Nein";"Nein";"Nein";0,33;4,5;9;34;"";"";"St";1;19;"18,70";"7,50";"";"5,53";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110164";"BOYU";"BOYU Heizstab für Nährstofflösungen, 200 W";"6924781200692";"Normal";"Nein";"Nein";"Nein";0,374;41;90;50;"";"";"St";1;19;"23,50";"9,42";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"110165";"BOYU";"BOYU Heizstab für Nährstofflösungen, 300 W";"6924781200500";"Normal";"Nein";"Nein";"Nein";0,37;40;9;4,5;"";"";"St";1;19;"24,60";"9,92";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"110169";"";"Schwimmring für Ultraschall-Nebler, 3 Membrane";"5034517902101";"Normal";"Nein";"Nein";"Nein";0,25;9;16;16;"";"";"St";1;19;"9,99";"3,17";"";"3,03";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110170";"";"Schwimmring für Ultraschall-Nebler, 5 Membrane";"5034517902156";"Normal";"Nein";"Nein";"Nein";0,44;8,5;21;21;"";"";"St";1;19;"11,99";"4,62";"";"4,90";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110171";"";"Schwimmring für Ultraschall-Nebler, 12 Membrane";"5034517902200";"Normal";"Nein";"Nein";"Nein";0,78;9;28,5;28,5;"";"";"St";1;19;"29,00";"14,24";"";"10,21";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110172";"ROOT!T";"GT ROOT!T Anzuchtschale für Zimmergewächshaus";"";"Normal";"Nein";"Nein";"Nein";0,195;6;56;35;"";" 103110, 107126";"St";1;19;"4,70";"1,59";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"110173";"ROOT!T";"GT ROOT!T Deckel für Zimmergewächshaus";"";"Normal";"Nein";"Nein";"Nein";0,302;17;58;36;"";" 103114, 107127";"St";1;19;"9,00";"3,08";"";"";"18,000";"15,00";"2,62";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"110203";"Odour Neutraliser";"Odour Neutraliser Linen Fresh Gel, 1 L, (VOC: Terpene < 1%)";"5034517704002";"Normal";"Nein";"Nein";"Nein";1,01;11;12;12;"";"";"St";1;19;"19,90";"8,40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"110206";"Odour Neutraliser";"Odour Neutraliser Linen Fresh Gel, 3 L (VOC: Terpene < 1%)";"5034517704019";"Normal";"Nein";"Nein";"Nein";3,348;25;14;14;"";" 110208";"St";1;19;"50,00";"18,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"110208";"Odour Neutraliser";"Odour Neutraliser PACU FIZZ Gel, 3 L (VOC: Terpene < 1%)";"5034517704217";"Auslaufend";"Nein";"Nein";"Nein";3,348;25;14;14;"";" 110206";"St";1;19;"49,90";"18,00";"";"9,92";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";"Nur solange der Vorrat reicht!"
"110209";"Odour Neutraliser";"Odour Neutraliser Linen Fresh Spray, 12 St je Kt VOC: Terpene (CAS-Nr. 65996-98-7) <1%";"5034517705009";"Normal";"Nein";"Nein";"Nein";7,14;36,5;21;27;"";" 110210";"Kt";12;19;"115,00";"48,00";"";"";"12,000";"10,00";"43,2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"110210";"Odour Neutraliser";"Odour Neutraliser BUBBLEGUM BOOM Spray, 12 St je Kt";"5034517705030";"Normal";"Nein";"Nein";"Nein";7,28;36,5;21,5;27;"";" 110209";"Kt";12;19;"115,00";"48,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"110211";"PLANT!T";"PLANT!T aeros I, DWC-System";"5034517020096";"Normal";"Nein";"Nein";"Nein";2,2;32;36;36;"";"";"St";1;19;"56,70";"23,73";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"110212";"PLANT!T";"PLANT!T aeros IV master System, DWC-System";"5034517020119";"Normal";"Nein";"Nein";"Nein";8,56;60;36;36;"";"";"St";1;19;"215,00";"86,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"110216";"LUMii";"LUMii Black magnetisches Vorschaltgerät 600W, Komplettset, 10 st.";"";"Normal";"Nein";"Nein";"Nein";87,42;0;0;0;"";"";"St";1;19;"1119,00";"464,00";"";"";"10,000";"5,00";"440,8";"25,000";"10,00";"417,6";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"110217";"LUMii";"LUMii Black elektronisches Vorschaltgerät, 600 W, HPS Lampe 600 W, Reflektor, 10er Set";"";"Normal";"Nein";"Nein";"Nein";37,52;0;0;0;"";"";"St";1;19;"1599,00";"630,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"110218";"PLANT!T";"PLANT!T Gemini System";"5034517020089";"Normal";"Nein";"Nein";"Nein";5,74;35;36;36;"";"";"St";1;19;"81,00";"38,40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"110224";"LUMii";"LUMii DIGITA regelbares elektronisches Vorschaltgerät, 1000 W";"5034517302185";"Normal";"Nein";"Nein";"Nein";5,2;11,5;24;38,5;"";"";"St";1;19;"307,70";"123,12";"";"91,67";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110227";"LUMii";"LUMii HPS Lampe 1000 W, 400 V, 2000 K, double ended";"5034517302260";"Normal";"Nein";"Nein";"Nein";0,114;41;6;6;"";"";"St";1;19;"84,90";"30,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110229";"TNB Naturals";"TNB Naturals The Enhancer CO2-Erzeuger, 240 g Flasche";"0696859235511";"Normal";"Nein";"Nein";"Nein";0,33;30;10;10;"";" 107641";"St";1;19;"49,90";"19,80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"110232";"ROOT!T";"ROOT!T Heizmatte klein, 25 x 35 cm, 9 W, UK Stecker";"5034517300914";"Normal";"Nein";"Nein";"Nein";0,396;9;47;9;"";"";"St";1;19;"49,90";"11,76";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"110235";"RAM";"RAM Bodenventilator, 230 mm Ventilatorkopf, 3 Geschwindigkeitsstufen";"5034517802227";"Normal";"Nein";"Nein";"Nein";1,486;30;29;13;"";"";"St";1;19;"36,90";"16,74";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"110240";"PLANT!T";"PLANT!T Bambusstock, 150 cm, Bndl zu 25 St";"5034517090259";"Normal";"Ja";"Nein";"Nein";1,407;1064;12;5;"";" 103144, 110247";"Pckg";1;19;"7,90";"4,91";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110241";"LIGHTHOUSE";"LightHouse ULTRALUX Reflexionsfolie, beide Seiten weiß, 2 m x 100 m Rolle";"5034517154678";"Normal";"Nein";"Ja";"Nein";27,18;22;103;21;"";"";"Rl";1;19;"235,00";"125,86";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"110243";"";"Stromkabel Eurostecker (CEE 7/7) zu IEC-Stecker, weiblich, 2 m";"";"Normal";"Nein";"Nein";"Nein";0,2;4;20;14;"";" 106394";"St";1;19;"6,90";"2,97";"";"2,14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110246";"PLANT!T";"PLANT!T Bambusstock, 90 cm, Bndl zu 25 St";"5034517090235";"Normal";"Nein";"Nein";"Nein";0,7;1006;12,5;4,5;"";" 103143";"Bndl";125;19;"5,90";"2,15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"110247";"PLANT!T";"PLANT!T Bambusstock, 120 cm, Bndl zu 25 Stk";"5034517090242";"Normal";"Ja";"Nein";"Nein";0,858;1335;11;4;"";" 103144, 110240";"Bndl";1;19;"9,95";"2,97";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110249";"";"elektromagnetisches Vorschaltgerät für HPS/MH Leuchtmittel, 600 W";"5034517301874";"Normal";"Nein";"Nein";"Nein";6,5;12;13;26;"";"";"St";1;19;"65,00";"26,50";"";"22,20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110250";"LUMii";"LUMii Rope Ratchet bis 40 kg Seilzugratschen, Light hanger, 2 St je Pckg";"5034517302611";"Normal";"Nein";"Nein";"Nein";0,137;4;11;16;"";"";"Pckg";1;19;"7,54";"3,24";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"110251";"LUMii";"LUMii HPS Lampe, 750 W, 400V, double ended";"5034517302338";"Normal";"Nein";"Nein";"Nein";0,193;6;41;6;"";"";"St";1;19;"62,00";"24,00";"";"18,92";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110252";"SUPERthrive";"SUPERthrive 120 ml";"0072532000148";"Normal";"Nein";"Nein";"Nein";0,2;14;12,5;4;"";"";"St";12;19;"21,90";"11,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"110253";"SUPERthrive";"SUPERthrive 480 ml";"0072532000155";"Normal";"Nein";"Nein";"Nein";0,553;21;6;6;"";"";"St";12;19;"69,90";"33,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"110254";"RAM";"RAM Luftbefeuchter zur Wandmontage, 1600 ml/h";"5034517802357";"Normal";"Nein";"Nein";"Nein";6,7;28;62,5;42,5;"";"";"St";1;19;"320,00";"130,80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"110255";"";"Mikroskop für Smartphone";"5034517700059";"Normal";"Nein";"Nein";"Nein";0,042;9;6,5;3,5;"";"";"St";1;19;"8,90";"2,94";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110256";"LUMii";"LUMii Grünlicht LED-Stirnlampe";"5034517302796";"Normal";"Nein";"Nein";"Nein";0,071;7;18,5;7;"";"";"St";1;19;"17,00";"6,48";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"110258";"LIGHTHOUSE";"Lighthouse Pflanzenspannnetz, 1.5 m x 4.5 m";"5034517150427";"Normal";"Nein";"Nein";"Nein";0,074;25;12,5;5;"";"";"St";1;19;"7,90";"2,70";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"110259";"";"Einwegspritze, 10 ml, schwarz graduiert";"";"Normal";"Nein";"Nein";"Nein";0,007;2,2;22;5,5;"";"";"VE";1;19;"1,50";"0,51";"";"0,06";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110262";"";"Messbecher, 1 L, milchig transparent, Skala mit 50 ml Teilung";"";"Normal";"Nein";"Nein";"Nein";0,089;17,5;17,5;11,8;"";"";"St";1;19;"6,90";"2,73";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"110263";"";"Messbecher, 2 L, milchig transparent, Skala mit 20 ml Teilung";"";"Normal";"Nein";"Nein";"Nein";0,14;20;21;15,5;"";"";"St";1;19;"9,50";"3,64";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"110266";"";"Skalpell, rostfreie Stahlklinge, 10 St je Pckg";"";"Normal";"Nein";"Nein";"Nein";0,09;4;20;3;"";"";"Pckg";1;19;"17,00";"6,48";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110267";"ROOT!T";"ROOT!T Thermostat für Heizmatten, max. 1000 W, Schuko-Stecker, digitales Display";"5034517301140";"Normal";"Nein";"Nein";"Nein";0,536;20;10;10;"";"";"St";1;19;"47,00";"15,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"110268";"ROOT!T";"ROOT!T Isoliermatte, klein, 350 mm x 250 mm";"5034517301065";"Normal";"Nein";"Nein";"Nein";0,025;0,6;40;27,5;"";"";"St";1;19;"7,90";"3,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"110269";"ROOT!T";"ROOT!T Isoliermatte, medium, 600 mm x 400 mm";"5034517301072";"Normal";"Nein";"Nein";"Nein";0,05;0,6;40;60;"";"";"St";1;19;"13,90";"5,40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
