"Artikel-Nr.";"Marke";"Bezeichnung";"EAN";"Status";"Sperrgut";"Palletenartikel";"Nicht für Endkunden";"Gewicht (Kg)";"Höhe (cm)";"Breite (cm)";"Tiefe (cm)";"Nachfolger";"Alternativen";"Einheit";"VE";"MwSt";"Endkundenpreis (€)";"Händlerpreis (€)";"Endkunden-Sonderpreis (€)";"Händler-Sonderpreis (€)";"Rabattstaffel 1 (Menge)";"Rabattstaffel 1 (%)";"Rabattstaffel 1(€)";"Rabattstaffel 2 (Menge)";"Rabattstaffel 2 (%)";"Rabattstaffel 2(€)";"Rabattstaffel 3 (Menge)";"Rabattstaffel 3 (%)";"Rabattstaffel 3(€)";"Rabattstaffel 4 (Menge)";"Rabattstaffel 4 (%)";"Rabattstaffel 4(€)";"Rabattstaffel 5 (Menge)";"Rabattstaffel 5 (%)";"Rabattstaffel 5(€)";"Rabattstaffel 6 (Menge)";"Rabattstaffel 6 (%)";"Rabattstaffel 6(€)";"Bestand";"Kommentar"
"401030";"Dutch Passion";"Dutch Passion, Auto Think Different, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"15,96";"7,92";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401031";"Dutch Passion";"Dutch Passion, Auto Think Different, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"29,96";"14,85";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401032";"Dutch Passion";"Dutch Passion, Auto Think Different, Autoflowering, 7";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"59,96";"29,67";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401033";"Dutch Passion";"Dutch Passion, Auto Trichome & Cream, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"22,96";"11,39";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401034";"Dutch Passion";"Dutch Passion, Auto Trichome & Cream, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"39,96";"19,79";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401035";"Dutch Passion";"Dutch Passion, Auto Trichome & Cream, Autoflowering, 7";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"79,96";"39,56";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401036";"Dutch Passion";"Dutch Passion, Auto Ultimate ®, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"15,96";"7,92";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401037";"Dutch Passion";"Dutch Passion, Auto Ultimate ®, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"29,96";"14,85";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401038";"Dutch Passion";"Dutch Passion, Auto Ultimate ®, Autoflowering, 7";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"59,96";"29,67";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401039";"Dutch Passion";"Dutch Passion, Auto White Widow ®, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"15,96";"7,92";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401040";"Dutch Passion";"Dutch Passion, Auto White Widow ®, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"29,96";"14,85";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401041";"Dutch Passion";"Dutch Passion, Auto White Widow ®, Autoflowering, 7";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"59,96";"29,67";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401042";"Dutch Passion";"Dutch Passion, Auto Xtreme ®, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"15,96";"7,92";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401043";"Dutch Passion";"Dutch Passion, Auto Xtreme ®, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"29,96";"14,85";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401044";"Dutch Passion";"Dutch Passion, Auto Xtreme ®, Autoflowering, 7";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"59,96";"29,67";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401045";"Dutch Passion";"Dutch Passion, Blue Auto Mazar®, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"15,96";"7,92";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401046";"Dutch Passion";"Dutch Passion, Blue Auto Mazar®, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"29,96";"14,85";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401047";"Dutch Passion";"Dutch Passion, Blue Auto Mazar®, Autoflowering, 7";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"59,96";"29,67";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401048";"Dutch Passion";"Dutch Passion, Cbd Auto Blackberry Kush®, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"22,96";"11,39";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401049";"Dutch Passion";"Dutch Passion, Cbd Auto Blackberry Kush®, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"39,96";"19,79";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401050";"Dutch Passion";"Dutch Passion, Cbd Auto Blackberry Kush®, Autoflowering, 7";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"79,96";"39,56";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401051";"Dutch Passion";"Dutch Passion, Cbd Auto Charlotte'S Angel®, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"22,96";"11,39";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401052";"Dutch Passion";"Dutch Passion, Cbd Auto Charlotte'S Angel®, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"39,96";"19,79";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401053";"Dutch Passion";"Dutch Passion, Cbd Auto Charlotte'S Angel®, Autoflowering, 7";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"79,96";"39,56";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401054";"Dutch Passion";"Dutch Passion, Cbd Auto Compassion Lime ®, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"18,96";"9,05";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401055";"Dutch Passion";"Dutch Passion, Cbd Auto Compassion Lime ®, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"34,96";"16,65";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"401056";"Dutch Passion";"Dutch Passion, Cbd Auto Compassion Lime ®, Autoflowering, 7";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"69,96";"33,28";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401057";"Dutch Passion";"Dutch Passion, Cbd Auto White Widow ®, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"18,96";"9,05";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401058";"Dutch Passion";"Dutch Passion, Cbd Auto White Widow ®, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"34,96";"16,65";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401059";"Dutch Passion";"Dutch Passion, Cbd Auto White Widow ®, Autoflowering, 7";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"69,96";"33,28";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401060";"Dutch Passion";"Dutch Passion, Auto Mac #1 , Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"15,95";"7,92";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401061";"Dutch Passion";"Dutch Passion, Auto Mac #1 , Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"29,95";"14,85";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401062";"Dutch Passion";"Dutch Passion, Auto Mac #1 , Autoflowering, 7";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"59,95";"29,67";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401063";"Dutch Passion";"Dutch Passion, Auto Sfv, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"22,95";"11,39";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401064";"Dutch Passion";"Dutch Passion, Auto Sfv, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"39,95";"19,79";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401065";"Dutch Passion";"Dutch Passion, Auto Sfv, Autoflowering, 7";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"79,95";"39,56";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401066";"Dutch Passion";"Dutch Passion, Auto Oh My Gusher, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"12,95";"6,45";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401067";"Dutch Passion";"Dutch Passion, Auto Oh My Gusher, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"24,95";"12,37";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401068";"Dutch Passion";"Dutch Passion, Auto Oh My Gusher, Autoflowering, 7";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"49,95";"24,73";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401069";"Dutch Passion";"Dutch Passion, Auto Melonade Runtz, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"12,95";"6,20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401070";"Dutch Passion";"Dutch Passion, Auto Melonade Runtz, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"30,00";"11,90";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401071";"Dutch Passion";"Dutch Passion, Auto Melonade Runtz, Autoflowering, 7";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"49,95";"23,78";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401073";"Dutch Passion";"Dutch Passion, Auto Candy Bubatz Xl®, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"25,00";"11,90";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401075";"Dutch Passion";"Dutch Passion, Bruce Lemon Diesel®, Feminized, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"41,00";"19,48";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"401076";"Dutch Passion";"Dutch Passion, Kosher Haze®, Feminized, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"44,00";"20,91";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"401077";"Dutch Passion";"Dutch Passion, Lava Freeze®, Feminized, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"59,00";"28,04";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"401078";"Dutch Passion";"Dutch Passion, Lemon O.G.®, Feminized, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"31,00";"14,73";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"401079";"Dutch Passion";"Dutch Passion, Pineapple Poison, Feminized, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"31,00";"14,73";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"401080";"Dutch Passion";"Dutch Passion, Super Mad Sky Floater®, Feminized, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"49,00";"23,29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"401081";"Dutch Passion";"Dutch Passion, Tnt Trichome®, Feminized, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"59,00";"28,04";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"401082";"Dutch Passion";"Dutch Passion, Purple Og Punch®, Feminized, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"48,00";"22,81";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"401083";"Dutch Passion";"Dutch Passion, Strawberry Chemdawg Og®, Feminized, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"39,00";"18,53";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"401084";"Dutch Passion";"Dutch Passion, Karel’S Herer Haze, Feminized, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"48,00";"22,91";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"401085";"Dutch Passion";"Dutch Passion, Black Lebanon, Feminized, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"37,00";"17,58";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"401086";"Dutch Passion";"Dutch Passion, Strawberry Cookies, Feminized, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"44,00";"20,91";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"401087";"Dutch Passion";"Dutch Passion, Crystal White Kush, Feminized, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"44,00";"20,91";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"401088";"Dutch Passion";"Dutch Passion, Gorilla Glue 2.0, Feminized, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"19,48";"41,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"401089";"Dutch Passion";"Dutch Passion, Bruce Lemon Diesel®, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"65,00";"30,85";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401090";"Dutch Passion";"Dutch Passion, Kosher Haze®, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"70,00";"33,11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401091";"Dutch Passion";"Dutch Passion, Lava Freeze®, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"93,00";"44,39";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401092";"Dutch Passion";"Dutch Passion, Lemon O.G.®, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"49,00";"23,32";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401093";"Dutch Passion";"Dutch Passion, Pineapple Poison, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"49,00";"23,32";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401094";"Dutch Passion";"Dutch Passion, Super Mad Sky Floater®, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"78,00";"36,87";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401095";"Dutch Passion";"Dutch Passion, Tnt Trichome®, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"93,00";"44,39";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401096";"Dutch Passion";"Dutch Passion, Purple Og Punch®, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"76,00";"36,12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401097";"Dutch Passion";"Dutch Passion, Strawberry Chemdawg Og®, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"62,00";"29,34";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401098";"Dutch Passion";"Dutch Passion, Karel’S Herer Haze, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"76,00";"36,12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401099";"Dutch Passion";"Dutch Passion, Black Lebanon, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"59,00";"27,84";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401100";"Dutch Passion";"Dutch Passion, Strawberry Cookies, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"70,00";"33,11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401101";"Dutch Passion";"Dutch Passion, Crystal White Kush, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"70,00";"33,26";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401102";"Dutch Passion";"Dutch Passion, Gorilla Glue 2.0, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"30,85";"65,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401103";"Dutch Passion";"Dutch Passion, Bruce Lemon Diesel®, Feminized, 8";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"98,00";"46,76";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401104";"Dutch Passion";"Dutch Passion, Kosher Haze®, Feminized, 8";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"106,00";"50,18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401105";"Dutch Passion";"Dutch Passion, Lava Freeze®, Feminized, 8";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"142,00";"67,29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401106";"Dutch Passion";"Dutch Passion, Lemon O.G.®, Feminized, 8";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"74,00";"35,36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401107";"Dutch Passion";"Dutch Passion, Pineapple Poison, Feminized, 8";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"74,00";"35,36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401108";"Dutch Passion";"Dutch Passion, Super Mad Sky Floater®, Feminized, 8";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"118,00";"55,88";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401109";"Dutch Passion";"Dutch Passion, Tnt Trichome®, Feminized, 8";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"142,00";"67,29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401110";"Dutch Passion";"Dutch Passion, Purple Og Punch®, Feminized, 8";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"115,00";"54,74";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401111";"Dutch Passion";"Dutch Passion, Strawberry Chemdawg Og®, Feminized, 8";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"94,00";"44,48";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401112";"Dutch Passion";"Dutch Passion, Karel’S Herer Haze, Feminized, 8";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"115,00";"54,74";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401113";"Dutch Passion";"Dutch Passion, Black Lebanon, Feminized, 8";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"89,00";"42,20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"401114";"Dutch Passion";"Dutch Passion, Strawberry Cookies, Feminized, 8";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"106,00";"50,18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
